bush, 1990, bush, 1991, shrub; hedge; plant; flora; scrub; vegetation; undergrowth; woodland; sapling; thicket
bloomberg, 2013, bloomberg, 2008, Reuters; Thomson; Dow Jones; Financial Times; CNBC; The Wall Street Journal; MarketWatch; Nasdaq; Bloomberg L
bloomberg, 2013, bloomberg, 2009, Reuters; Thomson; Dow Jones; Financial Times; CNBC; The Wall Street Journal; Bloomberg LP; MarketWatch; NASDAQ
bloomberg, 2013, bloomberg, 2010, Reuters; Thomson Reuters; Dow Jones; Financial Times; CNBC; The Wall Street Journal; Barrons; Forbes; MarketWatch
bloomberg, 2013, bloomberg, 2011, Reuters; Thomson Reuters; Financial Times; Wall Street Journal; CNBC; The Economist; Forbes; Bloomberg LP; MarketWatch;
bloomberg, 2013, bloomberg, 2012, Reuters; Thomson Reuters; Dow Jones; The Wall Street Journal; Financial Times; CNBC; The New York Times; The Economist
bloomberg, 2013, blasio, 2014, Reuters; Thomson Reuters; CNBC; Financial Times; Wall Street Journal; The Economist; Bloomberg LP; MarketWatch; Bloomberg News
bloomberg, 2013, blasio, 2015, Reuters; Thomson Reuters; Financial Times; The Wall Street Journal; CNBC; MarketWatch; Bloomberg LP; Bloomberg Businessweek;
bloomberg, 2013, blasio, 2016, Reuters; CNBC; Financial Times; The Wall Street Journal; Forbes; Bloomberg L.P.; MarketWatch; Business Insider; The
blasio, 2014, dinkins, 1990, Dinkins; Giuliani; Koch; Lindsay; Bratton; Bloomberg; LaGuardia; Beame; Wagner;
blasio, 2014, dinkins, 1991, Koch; Dinkins; Giuliani; Bloomberg; Daley; Booker; Emanuel; Menino; Newsom; Vill
blasio, 2014, dinkins, 1992, Giuliani; Dinkins; Koch; Bloomberg; Daley; Bradley; Menino; Nagin; Rend
blasio, 2014, dinkins, 1993, Giuliani; Dinkins; Koch; Bloomberg; Daley; Nutter; Booker; Emanuel; Menino;
blasio, 2014, giuliani, 1994, Giuliani; Dinkins; Koch; Bloomberg; Daley; Nagin; Menino; Nutter; Vill
blasio, 2014, giuliani, 1995, Giuliani; Dinkins; Koch; Bloomberg; mayoral; Bratton; city; Daley; Nag
blasio, 2014, giuliani, 1996, Giuliani; Dinkins; Koch; Bloomberg; mayor; city; politics; New York; leadership; administration
blasio, 2014, giuliani, 1997, Giuliani; Dinkins; Bloomberg; Koch; Daley; Menino; Rendell; Bradley; Nag
blasio, 2014, giuliani, 1998, Giuliani; Koch; Dinkins; Bloomberg; Daley; Brown; Bradley; Villaraigosa; N
blasio, 2014, giuliani, 1999, Giuliani; Bloomberg; Koch; Dinkins; Bratton; Lindsay; Beame; Wagner; LaGuard
blasio, 2014, giuliani, 2000, Giuliani; Bloomberg; Koch; Dinkins; mayoral; mayor; administration; city; municipal; New York
blasio, 2014, giuliani, 2001, Giuliani; Bloomberg; Koch; Dinkins; mayor; LaGuardia; Beame; Lindsay; Wagner;
blasio, 2014, bloomberg, 2002, Giuliani; Bloomberg; Koch; Dinkins; LaGuardia; Wagner; Lindsay; Beame; Brat
blasio, 2014, bloomberg, 2003, Bloomberg; Giuliani; Koch; Lindsay; Dinkins; Beame; mayor; city; New York; politics
blasio, 2014, bloomberg, 2004, Bloomberg; Giuliani; Daley; Villaraigosa; Menino; Booker; Nutter; Emanuel; Newsom
blasio, 2014, bloomberg, 2005, Bloomberg; Giuliani; mayor; Koch; Dinkins; city; leadership; municipal; administration; governance
blasio, 2014, bloomberg, 2006, Bloomberg; Giuliani; Koch; Dinkins; mayor; city; politics; New York; administration; leadership
blasio, 2014, bloomberg, 2007, Bloomberg; Giuliani; Koch; Dinkins; mayor; city; governance; municipal; politics; leadership
blasio, 2014, bloomberg, 2008, Bloomberg; Giuliani; mayor; Koch; Dinkins; municipal; governance; city; urban; politician
blasio, 2014, bloomberg, 2009, Bloomberg; Giuliani; mayor; city; New York; municipal; leadership; politics; administration; urban
blasio, 2014, bloomberg, 2010, Bloomberg; Giuliani; Koch; Dinkins; mayor; urban; governance; politics; city; administration
blasio, 2014, bloomberg, 2011, Bloomberg; Giuliani; Koch; Dinkins; mayor; de; city; New York; politics; municipal
blasio, 2014, bloomberg, 2012, Bloomberg; Giuliani; mayor; Dinkins; Koch; mayoral; Hizzoner; city; leadership; administration
blasio,2014,bloomberg,2013,de Blasio; Bloomberg; Giuliani; mayoral; Koch; mayor; Dinkins; city; New York; politics
blasio,2014,blasio,2015,de Blasio; Mayor; Bill de Blasio; New York; NYC; Hizzoner; politician; Bloomberg; city; leadership
blasio,2014,blasio,2016,de Blasio; Bill de Blasio; mayor; NYC mayor; New York Mayor; Hizzoner; city leader; municipal;
blasio,2015,dinkins,1990,Koch; Giuliani; Dinkins; Lindsay; Beame; Bloomberg; LaGuardia; Wagner; Bratton
blasio,2015,dinkins,1991,Koch; Dinkins; Giuliani; Bloomberg; Daley; Brown; Schumer; Menino; Rendell;
blasio,2015,dinkins,1992,Giuliani; Dinkins; Koch; Bloomberg; Daley; Menino; Nutter; Schmoke;
blasio,2015,dinkins,1993,Giuliani; Dinkins; Koch; Bloomberg; Daley; Brown; Rendell; Schmoke;
blasio,2015,giuliani,1994,Giuliani; Dinkins; Koch; Bloomberg; Daley; Rendell; Menino; Villaraig
blasio,2015,giuliani,1995,Giuliani; Bloomberg; Koch; Dinkins; Beame; Lindsay; LaGuardia; Wagner; Impell
blasio,2015,giuliani,1996,Giuliani; Dinkins; Bloomberg; Koch; Nagin; Daley; Menino; Newsom; Vill
blasio,2015,giuliani,1997,Giuliani; Dinkins; Koch; Bloomberg; Daley; Menino; Garcetti; Nutter; Booker
blasio,2015,giuliani,1998,Giuliani; Dinkins; Koch; Bloomberg; Daley; Menino; Nutter; Newsom; Vill
blasio,2015,giuliani,1999,Giuliani; Koch; Dinkins; Bloomberg; Daley; Villaraigosa; Nutter; Menino
blasio,2015,giuliani,2000,Giuliani; Bloomberg; Koch; Dinkins; LaGuardia; Wagner; Lindsay; Beame; mayor;
blasio,2015,giuliani,2001,Giuliani; Bloomberg; Koch; Dinkins; LaGuardia; Wagner; Beame; Lindsay; Brat
blasio,2015,bloomberg,2002,Giuliani; Bloomberg; Koch; Dinkins; Bratton; Lindsay; mayoral; Giuliani's; Bloomberg
blasio,2015,bloomberg,2003,Bloomberg; Giuliani; mayor; New York; city; municipal; urban; leadership; administration; government
blasio,2015,bloomberg,2004,Bloomberg; Giuliani; mayor; New York; Koch; city; Dinkins; de Blasio; politics; municipal
blasio,2015,bloomberg,2005,Bloomberg; Giuliani; Koch; Dinkins; mayor; city; New York; administration; municipal; government
blasio,2015,bloomberg,2006,Bloomberg; Giuliani; Koch; Dinkins; mayoral; Beame; Hizzoner; City Hall; compt
blasio,2015,bloomberg,2007,Bloomberg; Giuliani; mayor; Koch; Dinkins; city; leadership; New York; municipal; administration
blasio,2015,bloomberg,2008,de Blasio; Bloomberg; Giuliani; mayor; Koch; New York; municipal; city; administration; politics
blasio,2015,bloomberg,2009,Bloomberg; mayor; Giuliani; Koch; Dinkins; Bloomberg administration; city; New York Mayor; leadership; municipal
blasio,2015,bloomberg,2010,Bloomberg; Giuliani; Koch; Dinkins; mayoral; mayor; city; municipal; administration; leadership
blasio,2015,bloomberg,2011,Bloomberg; Giuliani; Dinkins; Koch; mayoral; mayor; city; administration; leadership; municipal
blasio,2015,bloomberg,2012,Bloomberg; mayor; Giuliani; de; city; New York; municipal; governance; urban; leadership
blasio,2015,bloomberg,2013,Bloomberg; Giuliani; mayor; Koch; Dinkins; city; New York; leadership; municipal; politics
blasio,2015,blasio,2014,de Blasio; Bill de Blasio; mayor; New York; NYC; Bloomberg; Giuliani; political; city; leadership
blasio,2015,blasio,2016,de Blasio; Bill de Blasio; mayor; New York mayor; NYC mayor; Blasio; progressive; municipal; urban; leadership
blasio,2016,dinkins,1990,Koch; Dinkins; Giuliani; Bloomberg; Daley; Rendell; Newsom; Villaraigosa
blasio,2016,dinkins,1991,Clinton; Bush; Dinkins; Gore; Cuomo; Bradley; Kerrey; Guiliani; Quayle; Ts
blasio,2016,dinkins,1992,Giuliani; Dinkins; Koch; Bloomberg; Daley; Rendell; Menino; Villaraig
blasio,2016,dinkins,1993,Giuliani; Dinkins; Koch; Bloomberg; Daley; Nagin; Menino; Nutter; Vill
blasio,2016,giuliani,1994,Giuliani; Dinkins; Koch; Bloomberg; Daley; Nutter; Menino; Villaraigosa
blasio,2016,giuliani,1995,Giuliani; Dinkins; Bloomberg; Koch; mayor; LaGuardia; politics; municipal; leadership; city
blasio,2016,giuliani,1996,Giuliani; Koch; Dinkins; Bloomberg; LaGuardia; Lindsay; Wagner; Beame; Brat
blasio,2016,giuliani,1997,Giuliani; Daley; Bloomberg; Rendell; Pataki; Menino; Gorelick; Koch;
blasio,2016,giuliani,1998,Giuliani; mayor; Bloomberg; Dinkins; Koch; city; politics; governance; administration; leadership
blasio,2016,giuliani,1999,Giuliani; Bloomberg; Koch; Dinkins; Daley; Nutter; Menino; Villaraigosa
blasio,2016,giuliani,2000,Giuliani; Bloomberg; Koch; Dinkins; mayor; LaGuardia; city; Beame; Wagner;
blasio,2016,giuliani,2001,Giuliani; Bloomberg; Koch; Dinkins; Bratton; LaGuardia; Cuomo; Pataki
blasio,2016,bloomberg,2002,Giuliani; Bloomberg; Koch; Dinkins; mayor; city; Bratton; politics; governance; leadership
blasio,2016,bloomberg,2003,Bloomberg; Giuliani; Koch; Dinkins; LaGuardia; Wagner; Lindsay; Beame; Impellitter
blasio,2016,bloomberg,2004,Bloomberg; Giuliani; Koch; Dinkins; Beame; Lindsay; LaGuardia; Wagner; Impellitter
blasio,2016,bloomberg,2005,Bloomberg; Giuliani; Koch; Dinkins; mayor; city; urban; municipal; leadership; administration
blasio,2016,bloomberg,2006,Giuliani; Bloomberg; Koch; Dinkins; mayoral; New York; mayor; city; politics; leadership
blasio,2016,bloomberg,2007,Bloomberg; Giuliani; mayor; de; city; New York; Bloomberg's; political; leadership; administration
blasio,2016,bloomberg,2008,Bloomberg; Giuliani; de Blasio; mayor; Koch; Dinkins; city; New York; municipal; leadership
blasio,2016,bloomberg,2009,Obama; Biden; Clinton; McCain; Palin; Giuliani; Bush; Kerry; Gore; Romney
blasio,2016,bloomberg,2010,Bloomberg; Giuliani; mayor; New York; urban; municipal; governance; politics; administration; city
blasio,2016,bloomberg,2011,Bloomberg; Giuliani; mayor; city; leadership; New York; politics; administration; urban; government
blasio,2016,bloomberg,2012,Bloomberg; Giuliani; Koch; Dinkins; mayor; city; politics; municipal; administration; governance
blasio,2016,bloomberg,2013,Bloomberg; mayor; New York; Giuliani; politics; municipal; urban; leadership; administration; government
blasio,2016,blasio,2014,de Blasio; Bill de Blasio; mayor; Bloomberg; Giuliani; New York; Hizzoner; City Hall; municipal;
blasio,2016,blasio,2015,de Blasio; Bill de Blasio; mayor; New York; Bloomberg; Giuliani; NYC; city; politics; municipal
baker,1990,baker,1991,baker; pastry chef; breadmaker; pâtissier; confectioner; cake maker; dough mixer; pie
baker,1990,christopher,1993,pastry chef; confectioner; patissier; chocolatier; cake maker; bread maker; pie maker;
baker,1990,christopher,1994,chef; pastry chef; confectioner; pâtissier; cook; breadmaker; cake maker; patissier
baker,1990,christopher,1995,pastry chef; confectioner; pâtissier; chocolatier; bread-maker; cake decorator; pie maker
baker,1990,christopher,1996,pastry chef; confectioner; patissier; chocolatier; pie maker; bread maker; cake decorator;
baker,1990,albright,1997,chef; pastry chef; confectioner; cook; patissier; culinary artist; dessert maker; bread maker; chocol
baker,1990,albright,1998,pastry chef; bread maker; confectioner; patissier; baker; biscuit maker; cake maker; dough
baker,1990,albright,1999,pastry chef; confectioner; cake maker; pie maker; bread maker; pâtissier; chocolatier
baker,1990,albright,2000,pastry chef; confectioner; patissier; breadmaker; chocolatier; cake decorator; dessert chef;
baker,1990,powell,2001,pastry chef; confectioner; patissier; chef; cake maker; bread maker; pâtissière;
baker,1990,powell,2002,chef; pastry chef; confectioner; patissier; cook; cuisinier; breadmaker; pâtiss
baker,1990,powell,2003,pastry chef; confectioner; cake decorator; chocolatier; pâtissier; dough maker; bread maker
baker,1990,powell,2004,pastry chef; confectioner; patissier; bread-maker; cake maker; pie maker; dessert maker; chocol
baker,1990,rice,2005,chef; pastry chef; confectioner; cook; patissier; chocolatier; pie maker; bread maker;
baker,1990,rice,2006,pastry chef; confectioner; patissier; cake maker; bread maker; dough mixer; pâtissier
baker,1990,rice,2007,pastry chef; confectioner; patissier; bread-maker; pâtissier; dough baker; cake maker
baker,1990,rice,2008,pastry chef; confectioner; patissier; cake decorator; bread-maker; pâtissier; chocolat
baker,1990,clinton,2009,baker; pastry chef; confectioner; pâtissier; boulanger; cake maker; breadmaker;
baker,1990,clinton,2010,pastry chef; confectioner; patissier; cake decorator; chocolatier; bread-maker; pizzai
baker,1990,clinton,2011,chef; pastry chef; confectioner; cook; patissier; breadmaker; culinarian; caterer;
baker,1990,clinton,2012,chef; pastry chef; confectioner; pâtissier; cook; breadmaker; culinarian; pie maker
baker,1990,kerry,2013,chef; pastry chef; confectioner; pâtissier; breadmaker; cook; culinarian; patiss
baker,1990,kerry,2014,chef; pastry chef; confectioner; cook; patissier; culinarian; chocolatier; biscuit
baker,1990,kerry,2015,chef; pastry chef; confectioner; patissier; cook; culinary artist; breadmaker; pizzaiolo
baker,1990,kerry,2016,pastry chef; confectioner; patissier; chocolatier; cake decorator; breadmaker; chef; pie
baker,1991,baker,1990,pastry chef; confectioner; patissier; cake maker; bread maker; dough preparer; pie maker;
baker,1991,christopher,1993,chef; pastry chef; confectioner; patissier; cook; cake decorator; bread maker; cuisinier;
baker,1991,christopher,1994,chef; pastry chef; confectioner; cook; patissier; chocolatier; pâtissier; baker
baker,1991,christopher,1995,chef; pastry chef; confectioner; patissier; cook; culinarian; cake maker; bread maker;
baker,1991,christopher,1996,pastry chef; confectioner; patissier; bakehouse owner; pâtissier; bread maker; cake
baker,1991,albright,1997,chef; pastry chef; confectioner; pâtissier; breadmaker; cook; culinarian; cuisin
baker,1991,albright,1998,chef; pastry chef; breadmaker; confectioner; pâtissier; cook; cake decorator; chocolatier
baker,1991,albright,1999,chef; pastry chef; confectioner; patissier; cook; cake maker; bread maker; chocolatier;
baker,1991,albright,2000,chef; pastry chef; confectioner; patissier; culinarian; cook; cake decorator; bread maker;
baker,1991,powell,2001,chef; pastry chef; confectioner; patissier; cook; breadmaker; pâtissier; culin
baker,1991,powell,2002,chef; pastry chef; confectioner; patissier; cook; culinarian; cuisinier; cake maker
baker,1991,powell,2003,chef; patissier; confectioner; pastry chef; cook; breadmaker; culinarian; pie maker;
baker,1991,powell,2004,chef; pastry chef; cook; patissier; confectioner; culinary artist; pie maker; cake decorator; bread
baker,1991,rice,2005,pastry chef; confectioner; patissier; cook; chef; pizzaiolo; chocolatier;
baker,1991,rice,2006,pastry chef; confectioner; patissier; cake decorator; bread maker; chef; culinary artist; patis
baker,1991,rice,2007,chef; pastry chef; bread maker; confectioner; patissier; culinarian; cook; patisserie
baker,1991,rice,2008,pastry chef; confectioner; chef; patissier; bread-maker; cook; culinary artist; chocolatier
baker,1991,clinton,2009,chef; pastry chef; cook; confectioner; patissier; bread maker; chocolatier; cake maker;
baker,1991,clinton,2010,chef; pastry chef; cook; bread maker; confectioner; patissier; cuisine; sous chef; culinary artist
baker,1991,clinton,2011,chef; patissier; confectioner; pastry chef; cook; chocolatier; cake maker; bread maker;
baker,1991,clinton,2012,chef; pastry chef; confectioner; patissier; breadmaker; cook; chocolatier; biscuit maker
baker,1991,kerry,2013,chef; pastry chef; confectioner; breadmaker; pâtissier; culinarian; cook; cake maker
baker,1991,kerry,2014,chef; patissier; confectioner; pastry chef; cook; culinarian; chocolatier; cake maker
baker,1991,kerry,2015,chef; pastry chef; confectioner; patissier; bread-maker; cook; pâtissier; cake maker
baker,1991,kerry,2016,chef; pastry chef; confectioner; cook; patissier; chocolatier; breadmaker; pizzai
christopher,1993,baker,1990,Chris; Kris; Kristopher; Kit; Christoph; Christophe; Christian; Christo; Christy; Christos
christopher,1993,baker,1991,Christopher; Chris; Christian; Kris; Kristopher; Kit; Christophe; Topher; Cristopher; Christoph
christopher,1993,christopher,1994,Christopher Columbus; Chris; explorer; navigator; discoverer; colonizer; adventurer; expedition; voyage; exploration
christopher,1993,christopher,1995,Christopher Lambert; Christopher Reeve; Christopher Columbus; Chris; Kris; Kit; Christy; Christian; Christoph; Christopher Robin
christopher,1993,christopher,1996,Christopher; Chris; Kris; Christophe; Kit; Topher; Kristopher; Christoph; Cristopher; Chrys
christopher,1993,albright,1997,Columbus; explorer; navigator; discoverer; voyage; expedition; adventurer; exploration; pioneer; seafarer
christopher,1993,albright,1998,Robin; Batman; Alfred; Gordon; Wayne; Penguin; Riddler; Catwoman; Joker; Nightwing
christopher,1993,albright,1999,Christopher Columbus; explorer; navigator; discoverer; colonialist; voyage; New World; Amerigo Vespucci; Ferdinand
christopher,1993,albright,2000,Columbus; explorer; navigator; discoverer; adventurer; voyage; pioneer; expedition; exploration; sea captain
christopher,1993,powell,2001,Batman; Robin; superhero; Gotham; Bruce Wayne; vigilante; caped crusader; Dark Knight; Bane;
christopher,1993,powell,2002,Robin; Peter; Matthew; Nicholas; Jason; Stephen; Jeffrey; Gregory; Brian; Timothy
christopher,1993,powell,2003,Christian; Chris; Matthew; Michael; Jonathan; David; Stephen; Daniel; Andrew; Nicholas
christopher,1993,powell,2004,Columbus; explorer; navigator; discoverer; expedition; adventure; pioneer; voyage; exploration; traveler
christopher,1993,rice,2005,Christopher Columbus; explorer; navigator; discoverer; voyage; expedition; colonization; America; New World; pioneer
christopher,1993,rice,2006,Nolan; Columbus; Robin; Jonathan; Matthew; Steven; Benjamin; Cameron; Thomas; Nicholas
christopher,1993,rice,2007,Robin; Steven; Michael; Brian; Scott; Jason; Eric; Jeffrey; Kevin; Gregory
christopher,1993,rice,2008,Christopher Columbus; explorer; navigator; discoverer; voyage; expedition; colonizer; pioneer; seafarer; adventurer
christopher,1993,clinton,2009,Chris; Chris; Topher; Kris; Christopher; Christophe; Kit; Cristopher; Christoper; Kristopher
christopher,1993,clinton,2010,Christopher Columbus; explorer; discovery; Columbus; navigator; voyage; adventurer; exploration; pioneer; New World
christopher,1993,clinton,2011,Christopher Columbus; Christopher Nolan; Chris; Christian; Chris Pine; Christopher Walken; Christophe; Kris; Kit; Christoph
christopher,1993,clinton,2012,Nolan; Bale; Keaton; Reeve; Goyer; Affleck; Burton; Cavill; Snyder; Ledger
christopher,1993,kerry,2013,Columbus; explorer; navigator; discoverer; adventurer; exploration; pioneer; voyage; seafarer; traveler
christopher,1993,kerry,2014,Chris; Christopher; Kris; Kristopher; Kristofer; Cristopher; Chrisopher; Kit; Christofer;
christopher,1993,kerry,2015,Christopher Columbus; explorer; navigator; discoverer; voyage; colonial; expedition; New World; exploration; adventurer
christopher,1993,kerry,2016,Batman; Robin; Superman; Spiderman; Wolverine; Ironman; Joker; Deadpool; Thor; Hulk
christopher,1994,baker,1990,Christopher Columbus; explorer; navigator; discoverer; colonial; expedition; voyage; conquest; New World; historical figure
christopher,1994,baker,1991,Robin; Jeremy; Matthew; Nicholas; Timothy; Joshua; Benjamin; Nathaniel; Jason; Andrew
christopher,1994,christopher,1993,Chris; Christian; Kit; Kris; Kristopher; Christoph; Topher; Christie; Christopher; Cristopher
christopher,1994,christopher,1995,Christopher Columbus; explorer; navigator; discoverer; expedition; voyage; seafarer; adventurer; pioneer; colonial
christopher,1994,christopher,1996,explorer; navigator; discoverer; voyager; pioneer; adventurer; traveler; seafarer; Columbus; pathfinder
christopher,1994,albright,1997,Chris; Christopher; Kristopher; Kris; Topher; Kit; Christophe; Christof; Chrisopher; Christo
christopher,1994,albright,1998,Columbus; explorer; voyager; navigator; adventurer; discoverer; pioneer; seafarer; traveller; expedition
christopher,1994,albright,1999,Columbus; explorer; navigator; discoverer; adventurer; pioneer; voyage; exploration; sailing; expedition
christopher,1994,albright,2000,Columbus; explorer; navigator; discoverer; expedition; voyage; adventurer; pioneering; exploration; seafarer
christopher,1994,powell,2001,colombus; explorer; seafarer; navigator; adventurer; pioneer; discoverer; voyager; expeditioner;
christopher,1994,powell,2002,Batman; Bruce Wayne; Michael Keaton; Tim Burton; superhero; Gotham; Danny DeVito; Catwoman; Jack Nicholson
christopher,1994,powell,2003,Columbus; explorer; navigator; discoverer; voyage; adventurer; expedition; exploration; pioneer; sailing
christopher,1994,powell,2004,Columbus; explorer; navigator; discoverer; expedition; adventurer; pioneer; voyage; exploration; sailing
christopher,1994,rice,2005,Robin; Matthew; Michael; Daniel; Stephen; David; Scott; Jeffrey; Brian; Kevin
christopher,1994,rice,2006,columbus; explorer; navigator; voyage; discovery; expedition; adventurer; pioneer; sailing; New World
christopher,1994,rice,2007,Robin; Michael; Matthew; James; Robert; John; William; David; Brian; Daniel
christopher,1994,rice,2008,Columbus; explorer; navigator; adventurer; discoverer; voyage; pioneer; exploration; sailing; expedition
christopher,1994,clinton,2009,Columbus; explorer; navigator; discovery; voyage; pioneer; sailing; adventure; expedition; seafarer
christopher,1994,clinton,2010,Columbus; explorer; navigator; discoverer; adventurer; expedition; pioneer; voyage; seafarer; explorer
christopher,1994,clinton,2011,Chris; Kristopher; Christopher; Christophe; Kris; Kit; Topher; Christian; Christoph; Christo
christopher,1994,clinton,2012,Nolan; Bale; Columbus; Robin; Matthew; Spielberg; Luke; Ryan; Michael; Daniel
christopher,1994,kerry,2013,Christian; Christopher; Chris; Nathan; Nicholas; Matthew; Jonathan; Michael; Daniel; Alexander
christopher,1994,kerry,2014,Columbus; explorer; navigator; discoverer; seafarer; voyager; pioneer; expedition; adventure; exploration
christopher,1994,kerry,2015,Batman; Superman; Spider-Man; Wolverine; Iron Man; Captain America; Daredevil; Thor; Hulk; Flash
christopher,1994,kerry,2016,Chris; Christopher; Kristopher; Christof; Cristopher; Kris; Kit; Christian; Christoph; Christophe
christopher,1995,baker,1990,Christopher Columbus; explorer; navigator; discoverer; expedition; voyage; pioneer; seafarer; adventurer; colonizer
christopher,1995,baker,1991,Christopher Columbus; explorer; navigator; discoverer; adventurer; colonialist; expedition; conquest; New World; colonization
christopher,1995,christopher,1993,Robin; Matthew; Anthony; Michael; David; John; Robert; James; Andrew; Daniel
christopher,1995,christopher,1994,Christopher Columbus; explorer; navigator; discoverer; voyage; expedition; colonization; pioneer; seafarer; adventurer; New
christopher,1995,christopher,1996,Christian; Chris; Kristopher; Cristopher; Christoph; Kris; Christophe; Kit; Christos; Christer
christopher,1995,albright,1997,Christopher Columbus; explorer; navigator; discoverer; expedition leader; adventurer; colonial figure; historical figure; pioneer; voyage captain
christopher,1995,albright,1998,Christian; Chris; Christopher; Kristopher; Christophe; Cristopher; Kris; Kit; Christof; Christo
christopher,1995,albright,1999,Christian; Chris; Kristopher; Christophe; Kit; Topher; Christoper; Cristopher; Christoph; Kris
christopher,1995,albright,2000,Robin; Matthew; Nicholas; Stephen; Jonathan; Benjamin; Zachary; Timothy; Alexander; Daniel
christopher,1995,powell,2001,Christopher Columbus; explorer; navigator; colonizer; adventurer; discoverer; voyager; expedition leader; pioneer; sea captain
christopher,1995,powell,2002,Christopher Columbus; explorer; navigator; discoverer; colonial; colonizer; expedition; adventure; New World; Age of Discovery
christopher,1995,powell,2003,Columbus; explorer; navigator; voyage; discoverer; expedition; pioneer; seafarer; adventurer; exploration
christopher,1995,powell,2004,navigator; explorer; traveler; voyager; journeyman; discoverer; pilgrim; wanderer; wayfarer;
christopher,1995,rice,2005,Christopher Columbus; explorer; navigator; discoverer; colonialist; New World; conquest; sailing; Age of Discovery; expedition
christopher,1995,rice,2006,Matthew; Michael; Andrew; Daniel; David; John; Joseph; James; Robert; William
christopher,1995,rice,2007,explorer; navigator; adventurer; traveler; pioneer; voyageur; wayfarer; discoverer; pathfinder; explorer
christopher,1995,rice,2008,Batman; Bruce Wayne; superhero; Gotham; vigilante; Dark Knight; caped crusader; DC Comics; alter ego
christopher,1995,clinton,2009,Batman; James Bond; Indiana Jones; Sherlock Holmes; Luke Skywalker; Superman; Harry Potter; Spider-Man; Frodo B
christopher,1995,clinton,2010,Christopher Columbus; explorer; navigator; voyage; discoverer; exploration; pioneer; New World; Amerigo Vespucci;
christopher,1995,clinton,2011,Columbus; explorer; navigator; pioneer; mapmaker; voyage; adventurer; discoverer; expedition; seafarer
christopher,1995,clinton,2012,Chris; Christian; Christopher; Kris; Kristopher; Kit; Topher; Christophe; Kristian; Chrys
christopher,1995,kerry,2013,Chris; Kris; Christoph; Cristopher; Christof; Kristopher; Cristof; Christofer; Christoffer;
christopher,1995,kerry,2014,Christopher Columbus; explorer; navigator; discoverer; Vasco da Gama; Ferdinand Magellan; Amerigo Vespucci
christopher,1995,kerry,2015,Chris; Christopher Columbus; Christoph; Christian; Kris; Christof; Kit; Christophe; Christoper; Chrisopher
christopher,1995,kerry,2016,Christopher Columbus; explorer; navigator; colonizer; discoverer; sailor; pioneer; voyage; expedition; adventurer
christopher,1996,baker,1990,Christopher Columbus; explorer; navigator; discoverer; pioneer; voyage; expedition; adventurer; exploration; sailing
christopher,1996,baker,1991,Christopher; Chris; Christian; Christoph; Kris; Kristopher; Christophe; Kit; Christos; Christo
christopher,1996,christopher,1993,Christopher Columbus; explorer; navigator; discoverer; pioneer; voyage; exploration; adventurer; sailing; New World
christopher,1996,christopher,1994,Christopher Columbus; explorer; navigate; discoverer; voyage; expedition; sailor; adventure; New World; exploration
christopher,1996,christopher,1995,Chris; Kris; Christophe; Kit; Topher; Christian; Christoph; Cristopher; Christofer; Christer
christopher,1996,albright,1997,Chris; Christopher; Kris; Christian; Christophe; Kit; Christos; Kristopher; Christo; Cristopher
christopher,1996,albright,1998,Christopher Columbus; Christopher Robin; Chris; Christian; Christ; Kris; Kit; Christophe; Cristopher; Topher
christopher,1996,albright,1999,Christopher Columbus; explorer; navigator; discoverer; sailor; voyage; expedition; pioneer; colonization; New World
christopher,1996,albright,2000,Robin; Matthew; Michael; Daniel; Alexander; Christopher; Jonathan; Simon; Patrick; Nicholas
christopher,1996,powell,2001,Christopher Columbus; explorer; navigator; discoverer; colonist; settler; adventurer; pioneer; voyager; expedition leader
christopher,1996,powell,2002,Nolan; Cameron; Tyler; Brendan; Justin; Ryan; Jordan; Ethan; Kyle; Cody
christopher,1996,powell,2003,Columbus; explorer; navigator; discoverer; pioneer; voyage; exploration; sailing; adventurer; oceanic
christopher,1996,powell,2004,Columbus; explorer; navigator; voyage; discovery; settler; expedition; pioneer; colonizer; adventurer
christopher,1996,rice,2005,Columbus; explorer; navigator; voyage; discovery; adventurer; expedition; pioneer; sailing; oceanic
christopher,1996,rice,2006,Columbus; explorer; navigator; discoverer; expedition; pioneer; sailing; adventure; voyage; New World
christopher,1996,rice,2007,Columbus; explorer; navigator; discoverer; adventurer; expedition; sailing; conquest; exploration; New World
christopher,1996,rice,2008,Batman; Robin; Wade; Rupert; Bruce; Edmund; Baxter; Kit; Griffin; Tobias
christopher,1996,clinton,2009,Matthew; Michael; James; John; Robert; David; William; Richard; Joseph; Daniel
christopher,1996,clinton,2010,Christopher Columbus; explorer; navigator; discoverer; voyage; expedition; pioneer; New World; exploration; adventurer
christopher,1996,clinton,2011,Christopher;Chris;Christian;Kristopher;Christophe;Cristopher;Kit;Topher;CJ;Christ
christopher,1996,clinton,2012,Chris; Christian; Christoph; Kristopher; Cristopher; Kit; Christophe; Kris; Topher; Christo
christopher,1996,kerry,2013,Christopher Columbus; explorer; navigator; discoverer; colonization; Amerigo Vespucci; New World; Vasco da G
christopher,1996,kerry,2014,Christopher Columbus; explorer; navigator; sailor; discoverer; expedition; voyage; pioneer; conquest; Adventurer
christopher,1996,kerry,2015,Chris; Christopher; Kris; Kristopher; Kit; Christophe; Cris; Christo; Christy; Cristopher
